id	filename	md5	size	state
9320a7d1-3c17-40a9-b632-defebb42b351	9320a7d1-3c17-40a9-b632-defebb42b351/86912ac6-a602-492c-8d84-037c9fd614de.rna_seq.augmented_star_gene_counts.tsv	193eee76741cca93ad8275b9a25ec44d	4238076	validated
932db5dc-d38c-478c-8f8f-13b33282920a	932db5dc-d38c-478c-8f8f-13b33282920a/6a9afc26-1b35-4752-b6c8-cb0bb595e012.rna_seq.augmented_star_gene_counts.tsv	99fb888f9435a74db6102629e2bc70db	4225526	validated
a06c89f2-be32-4102-b126-45dcfd364dae	a06c89f2-be32-4102-b126-45dcfd364dae/c4464d1a-4513-44af-a555-68cd0ca584b1.rna_seq.augmented_star_gene_counts.tsv	696c65d850518927d5420209ae6018d6	4235514	validated
a11f48e9-775c-420a-99d1-04b1a5bc1419	a11f48e9-775c-420a-99d1-04b1a5bc1419/ddc4c764-f1da-46db-89d9-8ad7e253a09f.rna_seq.augmented_star_gene_counts.tsv	d6a1943d6cd3921d688b18eea4dfe213	4236358	validated
a699ac84-2b1c-4cea-99f2-62d8873b4940	a699ac84-2b1c-4cea-99f2-62d8873b4940/5901ebff-017f-4d0d-be85-dbe959815548.rna_seq.augmented_star_gene_counts.tsv	726f34a6f93936f7f6bb0d964298cf12	4222467	validated
b315758e-62d1-408b-9510-fc0a4294f7ec	b315758e-62d1-408b-9510-fc0a4294f7ec/7f9dadec-d447-41be-a192-637ce36467da.rna_seq.augmented_star_gene_counts.tsv	d8eaddfd6fb16411585e5264ced900dc	4233470	validated
b97a37c0-eda8-44c5-9bd2-606a708bdb75	b97a37c0-eda8-44c5-9bd2-606a708bdb75/e43b6eca-df42-4a5a-ba4f-48c8a2eb1df5.rna_seq.augmented_star_gene_counts.tsv	235e8a50961ba4f5ee5b9c713f626569	4231932	validated
ba4ed4b0-664f-4773-ac2b-52821a614dfd	ba4ed4b0-664f-4773-ac2b-52821a614dfd/3965d9aa-9012-4985-b7ab-14c1bcf5713f.rna_seq.augmented_star_gene_counts.tsv	64377c65089194f44c397d2f1ef6e359	4225776	validated
bdb54e47-4d66-4ca2-9709-e17c808c606f	bdb54e47-4d66-4ca2-9709-e17c808c606f/c4438838-dcf9-47bb-b796-4a37dbfa369b.rna_seq.augmented_star_gene_counts.tsv	a61b248a5459cba110a2792fd0bf5df8	4223427	validated
c63c52c9-82ba-46f8-bd0c-9459f25e98f2	c63c52c9-82ba-46f8-bd0c-9459f25e98f2/ed61dd33-6f80-4998-a0fb-82498e123505.rna_seq.augmented_star_gene_counts.tsv	d7ca460b131a0bd120cb18c097c5ec8d	4232317	validated
cc6e41a2-f851-4a1a-a7b7-91db1076d6ee	cc6e41a2-f851-4a1a-a7b7-91db1076d6ee/796775e9-e68a-4fb5-bdc5-d9ce33a981d9.rna_seq.augmented_star_gene_counts.tsv	5ed4840bfb1595f58f3e2d4d8e62c382	4228545	validated
d0b39c4a-a06f-4c52-84b4-3c6483651685	d0b39c4a-a06f-4c52-84b4-3c6483651685/572c3cf7-a0df-40d2-bc64-3fde805c72a7.rna_seq.augmented_star_gene_counts.tsv	660673269afee49bf58a112b8e3af6d4	4240257	validated
d3980bb6-edb0-482e-a8fb-2da0d0ca36d9	d3980bb6-edb0-482e-a8fb-2da0d0ca36d9/2db6d1af-ff0c-468f-a056-cf278a0bbf7c.rna_seq.augmented_star_gene_counts.tsv	01507bc9302c49a3b9537ae26b80076b	4223459	validated
dc0b07cb-49fb-44d0-b4d0-e99d50532d6d	dc0b07cb-49fb-44d0-b4d0-e99d50532d6d/c0529681-133f-47a6-bb6d-cd10c738524b.rna_seq.augmented_star_gene_counts.tsv	91c3d6b0c1cdad4e1e118812dd9572be	4234053	validated
eb39fa39-ad3c-406f-b6dc-86b68419877d	eb39fa39-ad3c-406f-b6dc-86b68419877d/1192c1a7-ec36-4f8e-bfbd-67071eb044af.rna_seq.augmented_star_gene_counts.tsv	9c479de59bfff69f4d4c502b4ff33dd9	4238355	validated
ee9a460d-1b5e-451e-8b4b-7608a21f093d	ee9a460d-1b5e-451e-8b4b-7608a21f093d/c1b43ace-3691-4c64-9fb1-4c1e94735b1e.rna_seq.augmented_star_gene_counts.tsv	484c67fb0444a8cff0b6b6ff1fcf36b2	4229253	validated
f6ee3045-d3fb-4641-99d8-f1ecc13b3e2e	f6ee3045-d3fb-4641-99d8-f1ecc13b3e2e/e563c3cd-6f05-4ab0-9579-90686b7561e8.rna_seq.augmented_star_gene_counts.tsv	2845429d09c95be2c32e637c28e54fd5	4237070	validated
f90ba917-21bf-4822-bc55-00f933c9ec34	f90ba917-21bf-4822-bc55-00f933c9ec34/b12ce56d-b73f-4a80-8d53-08fc1ac97ccb.rna_seq.augmented_star_gene_counts.tsv	0d2010be57b663501775dc8ddf9c7810	4238907	validated
fc084c37-52f5-4b88-b962-8d27bf42d99c	fc084c37-52f5-4b88-b962-8d27bf42d99c/d7319fc1-a636-4786-a026-14e248976391.rna_seq.augmented_star_gene_counts.tsv	003fefb76ee39db4a982b18c266253a5	4234241	validated
